Ulasan_clean,rating,label
Barang sampai sesuai pesanan. Pengiriman cepat. Packing aman. Trm kasih,4,1
tidak sesuai gambar..,2,0
Oke sjsksijebejekwoshs,4,1
Mantaaaaaaaaaappppppppppp,5,1
"barang cocok 
makasi gan",5,1
barang sudah diterima. makasi,4,1
Mantap barang sesuai pesanan gan...  Tidak kurang satu pun... Sukses selalu gan,5,1
"Mantap dah ini barang Harga Murah, tapi kualitasnya Oke, puas deh pokoknya. Recomend utk agan2 yg mau beli Phone Holder utk di Motor. :-)",5,1
order sekarang besok langsung sampai euy.....,4,1
mantabbbbbbbbbbb..................,4,1
"barang sudah diterima, terimakasih banyak :)",5,1
"mangtab sellernya,pesen jam 3 langsung dikirim hari itu jg,besok dah sampe tq bro",5,1
"barang sudah datang, terimakasih banyak :)",5,1
Barang Sesui pesanan tdk ada cacat,5,1
Terimakasih.. Pengirimannya cepat sekali :),4,1
Thanks gan barang sudah mendarat,5,1
"maaf baru kirim ulasannya, barang yg dikirim sesuai dan pengirimannya cepat, terima kasih atas pelayanannya",5,1
"gillllaaaaaaa...barang bagus gini dijual murah bngt...
top gan..
makasih.
puaaaasss bngt",5,1
"pengiriman cepatttt...... kwalitas barang normal, karena ada dibor perlebar sedikit untuk lubang baut spion nya....",3,0
"Barang OK, pas di motor..........",4,1
Terima kasih barang sudah di terima,5,1
Ok gan sesuai terima kasih ya,5,1
Paketnya sdh diterima...tq,5,1
Nyonya besar jadi gk cape tangannya make ini... mantapp,5,1
"Maaaanttaaap..
Respon cepat.. sopan.. trims booss..",5,1
Sesuai harga pastinya...okeeee,4,1
Mantap barang bagus &amp; cepat sampai,5,1
"Mantabz, Terimakasih.....Smg sukses selalu. Aamiin.",5,1
sesuai pesanan.. belum dicoba.. terima kasih,4,1
"Harga sesuai kualitas, harga tidak berbohong",4,1
"Recommended...kirimnya cepet, packingnya rapi, barangnya OK. Super!",5,1
Barang ok sesuai dengan deskripsi. Packing baik. Respon cepat. Recommended seller.,5,1
Bintang berbicaraaaa,5,1
Barang yang datang sesuai dengan pesanan,4,1
barang bagus sesuai yg di harapkan,5,1
Pengiriman cepat karna langsung di respon tak mengecewakan mantabbbbb,5,1
Sesuai deskripsi..mantul...,5,1
Rekomen.... Guna bgt.....,5,1
Barangnya bagus..... recomended,5,1
Fast respon.............,4,1
Sesuai pict makasih n respon cepat,5,1
"Makasi, barangnya da di terima",5,1
Barang sdh diterima sesuai orderan. Terima kasih,5,1
hp rusak ga bs dipake sama sekali.,1,0
Bintang yang menilai semua............,1,0
"barang sudah diterima, terimakasih banyak :)",5,1
Biarkan bintang yang berbicara. Thx gan,5,1
Produk sesuai pesanan dan berfungsi dgn baeik.,5,1
Makasi. Barangnya da diterima,5,1
Mohon maaf lahir dan batin,3,0
Barang ok sesuai gambar,5,1
"barang sudah diterima, terimakasih banyak",5,1
Batteray hp tidak original dan batteray cepat habis atau cepat lowbet,1,0
Barangnya sesuai okeeeeeeeeeee,5,1
the bestttttt recommended seller,5,1
"Agak kecewa sama barang yg diorder, ditanya warna merah katanya ready tapi yg dikirim warna hitam",2,0
"senanng dengan layanan,barang sesuai pesanan recomended seller",5,1
Makasi. Barangnya da di terima,5,1
"Baterai baru sehari udh bau gosong ,,untung ga meledak ,,",1,0
"recomended seller,barang sesuai pesanan",5,1
"Barang lumayan bagus, insyaallah awet",4,1
barang good response cepat dan best seller 📱,5,1
"respon cepat, barang mantap, cepat sampai",5,1
"produk oke,, respon chat cepat, rekomended..!!",5,1
"Barang oke, respon cepat.. Rekomended..!",5,1
"Barang bagus, respon penjual cepet",5,1
"barang sesuai pesanan, packing baik, recomended seller",5,1
"barang sesuai pesanan, packing ny rapi,, recomended nih!",5,1
"hp sudah mendarat blom dicoba, packing aman dan rapih pengiriman standar..",4,1
"barang sesuai pesanan, packing baik, recomended lah!!",5,1
"barang oke, respon cepat, recomended seller",5,1
Mantaaaaaapppp. Pengiriman cepet. Barang oke. Packing aman. Thankyou buat mimin yg jualan + thankyou buat bapak kurir J&amp;T yg secepat kilat!,5,1
"Produk buruk. Tidak bisa dipake, buang tempat sampah. Casing terbuka dan sim tidak bisa terbaca. Mending beli produk 2nd dari produk ini...",1,0
barang sampai dengan aman dan pengiriman cepat,4,1
Produk telah sampai.  Lumayan lah cuma gak rapi. Semoga awet.,4,1
"barang sesuai pesanan, packing baik, recomended lahh...!!",5,1
Barang udah sampe dengan selamat dan sentosa,4,1
"barang sesuai  pesanan,, packing rapi, recomended seller",5,1
"Barang bagus, sesuai seskripsi. Service dan pa king oke, timing  cepag 2 thumbs up...!",5,1
"barang sesuai pesanan, respon chat cepat, recomended seller",5,1
cashing gak nempel batre drop.. apesss,2,0
"sesuai, buat cadangan.. mudah-mudahan awet..",5,1
"barabg sesuai pesanan,,,kiriman cepat",5,1
Mantaaaaaaaaaaapppppppp,5,1
Tombol atas nya ga berfungsi,1,0
Biarkan bintang yg berbicara.. recomended seller,5,1
"Barang bagus, packing rapih.",5,1
"Barang kawe kawe ya. Barang kurang berfungsi, ga bisa baca memori, gak bisa bluethoot. Tadinya sy pikir asli. Ternyata bukan.",2,0
"barang sesuai pesanan, packing baik, recomedned seller",5,1
Kualitasnya tidak sesuai dg merk nya,1,0
Di etalase kirain ada handset..ternyata ngga ada,4,1
Barang bukan nokia asli ..warna yg di pesan hitam kenapa di kirim biru ..jualan di pedia tempat buang barang palsu,4,1
"packing rapih, tapi agak lama untuk membaca kartu sim dan sementara Micro SD tidak terbaca",4,1
"Barang yg saya terima bukan original nokia, kecewa.",2,0
Produk tdk sesuai expetasi...respons cepat....,3,0
barang sudah saya terima....thx,5,1
Mantul barangnya sesuai gambar 👍,5,1
"respon cepat, packing baik, recomedned seller",5,1
"Barang rusak semua, hp china bener2 payah,  sesuai harga kualitas jelek,  maklum lah,  harga beda 2x lipat dgn yg asli.",1,0
Sesuai dengan pesanan. Terima kasih banyak.,5,1
Batrenya bocorrrrrrrr👎👎👎,3,0
"sesuai deskripsi cm lm d J&amp;amp;T doank..
suarax rada kecil dech tp lom d cek smuax sih alx lngsng d ksh k orgx(tmn) mdh2an g&amp;#39; ada kendala&amp;amp;awet dech..
charger g&#39; fungsi&amp;batrex jg ngedrop ini pdhl yg d pk ibu sy(type sm) bs kuat 2hr-an",5,1
"Barang sesuai pesanan,, packing bagus. 
Cuma koq imei hp sama di dus nya gak sama",4,1
Warna bukan kek yang di minta,4,1
Lumayan nokia harga segini mah,3,0
"produk bagus, respon cepat, pengiriman cepat, recomended seller",5,1
Mantappppppppppppppp,5,1
"Kemasan ok, barang sesuai order",5,1
"Sesuai dgn yg diiklankan. Simple, murah meriah!!!! Mantab",5,1
"Bagus 
Kirain gede hpnya,  ternyata imut banget",5,1
Barang ok. Hanya saja tutup casing kurang pas,4,1
"mantap jiwa barangnya, keren abis",5,1
Parah...jelek bngt speaker gak bs.org nelp gak kdgran.alrm jg gak fungsi,4,1
Batt nya cepet abis...Bukan seperti Nokia Yg terdahulu...😭,2,0
Tak ada kendala...trm kasih...,5,1
Tepat waktu bungkus rapi barang diterima sesuai pesanan.,5,1
Bagus hanya dalam 4 hari barang sudah sampai tujuan dari malam Senin Kamis sore sudah sampai,5,1
Imei nya gak sesuai dengan yg di kardus,3,0
Barang udah sampe kmaren,2,0
"Respon cpt, packing baik, recomended seller",5,1
Pengiriman cepat. Berfungsi dengan baik,5,1
deskripsi produk dan fungsinya sesuai. batere hp yg agk mengecewakan. bukan salah tokonya sih.,3,0
Terimakasih gan barangnya bagus,5,1
"respon cpt, packing baik, recomended seller",5,1
Tunggu orderan saya selanjutnya ya boskuuu,5,1
Barang sesuai sama seperti di gambar,5,1
lumayan sesuai harga........,4,1
Barang sdh di terima.Chasingnya ga bisa rapet.pedagang slow respon,5,1
Lumayan Handphone murah meriah dan Bagus👍,5,1
"Beli 2 dan 1 nya gak bisa digunain, alias rusak...",1,0
Tidak sesuai ....supercopy,4,1
"Batrai nya agak kendor, jadi harus di kasih ganjelan",3,0
Respon ya agak lama barang sesuai harga,3,0
Aslinya HP nya kecil banget kirain seukuran n1600 ternyata lebih kecil dari itu. Belum dicoba. Mudah2an tidak ada kendala,5,1
Barang yang dikirim kemaren sudah saya terima tapi dalam kondisi paket yg sudah dibuka. Kurir yang mengantar salah alamat.. deskripsi produk nya kurang sesuai dengan yang saya beli dulu,4,1
"Suara agak kecil ya, apa ini refurbish atau bagaimana? Untuk telp dan sms oke,",4,1
"Sudah diterima dng baik , terima kasih",5,1
Rekomendasi produk dan sesuai pesanan,5,1
"Gooood
Cepat sampai
Recsel",5,1
"Tulisan &#34;SUPERCOPY&#34; atau REPLIKA sebaiknya ditulis lebih jelas lagi, ditambahkan di nama produk, kecuali jika memang mengincar juga pembeli yg kurang cermat seperti saya :p",2,0
Suara nya jelek bgd..nerima maupun telp..baterainya jg..gak d pake sehari habis..keypad nya jg susah,1,0
Packaging Bagus dan Rapi. Respon bagus,5,1
Warna tidak sesuai permintaan,3,0
Makasi. Barangnya da diterima. Smoga ga ada masalah,5,1
Casannya gak bs ngisi dan batre nya cpt habis,2,0
"Sangat kecewa,.......
..........",1,0
Barang sesuai pesanan mantullll,5,1
"Product sdh sampe, mantabs. Tks",5,1
hp mendarat dg baik dan baguuus sekali,5,1
hsekali nokia tetap nokiaaaaaaaaaa,5,1
"Bagus.... .......,,.........",5,1
"Produk bukn nokia asli, pengalaman sy beli hp d toko ini rusak, qt retur proses lama, pembeli cenderung tidk service konsumen, rugi waktu, rugi pikiran... smoga lebih hati2 untk konsument baru, sarn sy slalu gunakan kolom saransi agr trbantu bila sepengalaman sy,, tks",4,1
Mantap barang sampai dengan selamat,5,1
Barang sesuai pesanan .paking rapih....ok deh mantaaaaaaaap.hp langsung pakai.......joosssss,5,1
"Gooodddd semuanyaaaaaaa pokonyaaaaaaaaa, makasihhh yaaaaa",5,1
Hp sesuai dengan deskripsi. Pokoknya mantap kan,5,1
"Barang sesuai pesanan,penjual ramah , respon cepat",5,1
brng tdk sesui.pesan warna biru dkirm warna merah,2,0
"Barang sesuai deskripsi. Dari sisi fungsional, kualitas barang kurang baik mungkin krn ini harganya murah. Lampu keypad hanya menyala sebagian, batre longgar sehingga harus diganjal (sy pakai kertas) agar dapat berfungsi, batre hanya tahan 1 hari (pagi - malam), kualitas suara kurang baik.
Klo layanan dari toko cukup baik.",2,0
"Dulu sekitar 2 tahun yang lalu pernah beli dari toko online berbeda dan harga 2 kali lebih mahal, saya kira harga ini karena sudah turun, ternyata karena kualitasnya sesuai !",3,0
Terima kasih Gan. Sukses selalu.,5,1
Pengiriman cepat hanya hpx tdk bisa putar musik n tobol2x kurang bgs,1,0
Ok brg sesaui pesanan cepat sampai,5,1
Hp mini.....semoga awetttt... Finlandia punya,5,1
Reccomended seller. Tks kerjasama nya,4,1
hp mati tidak bisa digunakan,1,0
"Sudah mendarat dengan aman,",5,1
mksh barang udh sampeeeeeee,4,1
"Barang bekerja dng norma, murah, paking rapi..d bungkus buble wrap, sayang respon penjual agak lama..",4,1
Barang Sesuai hargalah,4,1
Barang ga bisa berfungsi dg baik.,1,0
ya..recommended seller lah,5,1
"Produk mengecewakan, kualitas barang jelek",1,0
"Maksi, barangnya da di terima",5,1
Nokia 130 dah sampai sesuai pesanan,5,1
"Pengiriman cepat sesuai estimate, barang  sesuai dg harga...goodjob",5,1
Mantap. Semoga awet. 👍👍,5,1
"Produk sudah sampai,  response cepat banget baik,  recommended saler",5,1
Terima kasih barang sudah sampai,5,1
"Mantap.....brg bagus sesuai deskiripsi,respun juga cepat  belanja di toko ini sdh tdk diragukan lg",5,1
"Bluethooth merespon lama, kayak gak aktif. Sim 2 tidak bisa digunakan..",3,0
Udh terima dngan baik......tq,4,1
Thanks barang sdh diterima. Sukses slalu,5,1
Batre hp agak boros cuma bertahan 2 jam,4,1
Terimakasih banyaaaaaaaakkk,5,1
"Tolong di kasih opsi kurir jd bisa pilih , atau di perbanyak kurirnya jd ga lama",3,0
Barang sesuai dg pesanan dan berfungsi dg baik.. pengiriman cepat,5,1
Hmmmmmmmmmmmmmmmmmmmmmm,3,0
Bintang az yg brbcara ya,5,1
Mantap pokoknyaa sesuai,5,1
Mksh dah sampai barangnya.good.job,5,1
"Barang udh terima,blm dibuka",4,1
Produk original.............,5,1
Barang sudah di terima dengan baik dan sudah di manfaatkan,4,1
Seller ramah. . Barang sampai dengan selamat. . Cuman agak terlambay gara2 kurir. . Hehehe,5,1
"Good sesuai smua,cepat sampe",5,1
Ukuran dan warna Sesuai dengan foto dan deskripsi,5,1
"Terima kasih barang sdh d terima,, pengiriman cepat",5,1
"Pengiriman terlambat karena kurir ekspedisi salah kirim,, barang cukup memuaskan",4,1
Barang sampai dengan selamat,5,1
Sudah d terima dengqn baik fast respons terimakasih,5,1
Ok........................,5,1
Barang yang dikirim sesuai dengan pesanan.thx,5,1
"Sesuai keinginan.
Packing super aman dari benturan
Rekomendasi berbelanja di sini.

Sukses selalu...",5,1
"Tombol nya dalam2 y, susah mijit nya",4,1
Sangat puas dengan hasilnya yang bagus,5,1
"Bluetooth nya ga bisa
Kalau packing sih rapi bagus",3,0
"Barang sesuai, packing bagus, pengiriman cepat",5,1
"Bintang yg berbicara,yg pastinya brg sesuai deskripsi dan selalu pengiriman  sampai tujuan",5,1
Batre hp cepat habis alias boros,2,0
"Beli 3 produk, 2 biji baterai nya bocor, 1 biji kaga bisa di charge, mao kirim balik , ongkir dll susah",1,0
barang baik. cuma batunya gx awet,3,0
Jooss  markojoosss juragan,4,1
"Baterai ngedropan tiap 6jam abis padahal cuman stand by,pketan isinya cuman HP&amp;CAS gk ada dusbook....",1,0
"hapenya baru dicoba. saya beli 2. yang satu baru dipakai semalam, paginya udah gak beres. nyala idup nyala idup restart sendiri. batrenya tekor. kita lihat hp yang satunya lagi.",3,0
Thank you pake bgt udh sampe barangnya,5,1
"barang sudah diterima, terimakasih banyak :)",3,0
Okelah... Sesuai harga,4,1
Alhmdllh sampai dengan Bain barangnya. Dan sesuai dengan pesanan. Good job. Sukses,5,1
"Sip, pengiriman cepat.. Orang tua suka 😅😅",5,1
"Barang yg dikirim warna tidak sesuai dengan pemesanan, sangat tidak berkualitas",1,0
Belum mencobaaaaaaaaa,3,0
Okelah...............,5,1
Hatur nuhun barang tos katampi..,5,1
Batere nya cpt habis..😭,2,0
"Produk nya bagus, seller nya pengertian, nice! Recommended seller ❤️👍",5,1
"Sesuai deskripsi, murah dan berkualitas..! Sayang sedikit pengirimannya lumayan lama... Tapi secara keseluruhan rocomended lah",5,1
"Ukurannya lumayan kecil, kurang puas di kualitas suaranya. Untuk menerima telepon, Suara penelponnya terlalu lirih",3,0
Pengiriman lbh lama dri waktu estimasi,3,0
Beli 5 unit hp disini ga ada yg satupun yg bgus.. penjual bohong..  minta solusi.,1,0
"Respon sma pengirimannya cepet bngt! Klo dari kualitas barang sih, harap maklum aja kn HP murah tp cocok buat yg butuh buat darurat pas HP lg d servis.
Makasih bnyak~!",5,1
"Brg sdh diterima dgn dus msh segel.
Respon seller baik.
Belum di coba, so maaf 4 star dl yah.
Tks",4,1
Barang sdh di trima..packing rapi...Terima kasih,5,1
udak tdk diragukan lg di toko ini cepat respon and pelayanan memuaskan juga ramah.dan harga bersahabat,5,1
Udh nyampai gan paket nya maksih bnyak gan,5,1
Diterima. Harga sesuai barang,5,1
"cepat sampai, fast respon dan recommended seller",5,1
"Barang sdah sampai 
Kendala di kurir sja yg lama",5,1
Barang diterima dengan baik.,4,1
"sedikit kecewa soalny minta warna merah 1 hitam 2  tp yg d kirim merah semua, pdahal d diskusi ktanya warna yg d pesan ad.",4,1
"Kiriman pesanan sudah diterima dengan baik, terima kasih...",5,1
"produk sesuai, harga sesuai",4,1
"barang sudah diterima
thanks",3,0
Mantap keren terjangkau,5,1
Mantap... Pengiriman sangt cepat,5,1
"Mayan, fungsionil, murah lengkap",5,1
Barang sesuai deskripsi. Thanks seller.,5,1
Barang OK KW super banget,4,1
"Pesan 2x ini semua ada problem,yg pesan pertama conektor baru sehari copot,pesan ke 2 kalender ngga bisa klop",3,0
barang sudah di terima dg baik.. thanks!,5,1
"Hp yg datang klo telfon ga ada suaranya,kecewa sekali",1,0
Barang sesuai deskripsi,5,1
Barang yang dikirim sesuai dengan pesanan,5,1
"Semua berfungsi dengan baik,, thanks bosss",5,1
Tidak ada masalah dan barang sesuai sama permintaan warnanya,5,1
Terimakasih barang sampai dengan selamat,5,1
Produknya kw mudah rusak,1,0
Pengiriman nya lama sekali,2,0
"Barang sampai, sesuai dgn spctnya",4,1
Pesanan sudah sampai...,3,0
Terimakasi barang sudah sampe dengan baik,5,1
"Barang cepat sampai,,fast respon",4,1
Sayangnya gak ada kartu garansi dan chasingnya gak nempel presisi,4,1
.....................,5,1
Mantap barang sudah sampai terima kasih,5,1
"Packing rapi, tapi sayang produk yg di berikan tidak sama. Pesan 2 yg 1 bagus, mulai dari bodi sampai aplikasi. Yg 1.y tidak sama mulai dri bodi sampai aplikasi.",3,0
"Sesuai pesenan,moga awet.",5,1
"Barang dipacking dgn aman,barang berfungsi dgn baik....",5,1
"Thanks 
Produk sesuai pesanan",5,1
Makasih Juragan sdh sampai sesuai pesanan juga smoga awet☺,5,1
Produck sesuai pesanan,5,1
"Maksih bos,  barang sudah diterima dengan baik",5,1
Ok barang lumayan sesuai dengan harganya,3,0
Barang banyak cacatnya dikomplain lambat nunggu abis garansinya pokoknya ga usah dibeli,1,0
oqeeeeeeeeeeeeeeeeeeeee,5,1
"Hp, kurang Normal, gampang mati kalo nerima Telpon.",3,0
"Barang sampah bukan nokia ini, kalo jualan yg bener km... hpnya suka suka mati2 sendiri...",1,0
Produk bagus dan biar bintang yg berbicara,5,1
Baru sudah sampai dan mantap,5,1
Paket sudah diterima sdh di coba semuanya normal...sipp tqq,5,1
Pesanan sudah sampai terima kasih,5,1
"Di deskripsi nya di tambahin &#34;barang replika&#34; biar gak kecewa pembeli nya.
Tombol pada jemblos.
Kecewa saya",1,0
"respon penjual ok  ,  pengiriman cepat , kemasan ok (barang blom sempat di tes karena buat hadiah)",5,1
"Barang sesuai deskripsi cuma sayang, yg saya kebagian yg bermasalah , harus ganti batere .",3,0
"Proses sangat lama.. 6 hari baru sampai.. Tolong respon menerima ordernya dipercepat..
Pembayaran jam 9 malam, baru di respon ordernya jam 4 sore keesokan harinya..",3,0
"Respon cepat, packing rapi, kiriman cepat",5,1
Prodykny di paketkan dg rapi,5,1
"Sesuai harga, harga murah barang juga lumayan. Sesuai harga, harga murah barang juga lumayan",3,0
"barang sesuai, rekomendasi produk ini.",5,1
Cuma bertahan 3hari charger nya,2,0
"Bagus banget, supercopy tpi bagus banget dah mudah2an awet",5,1
Hape kondisi bagus cuma charger baru berapa menit colok langsung mati gak bisa hidup lg,3,0
Respond cepat..HP ok mantappp,5,1
"Berfungsi dengan normal dan selalu puas, perthankan bos..",5,1
"Pengiriman cepat,  barang bagus,  sukses selalu...",5,1
Produk sangat memuaskan......,5,1
Cepat kirimnya &amp; bagus barangnya,5,1
"Delivery sangat cepat 2 hari nyampe,terimakasih sukses selalu.",4,1
sesuai dengan pesanan dan bagus,5,1
"Order sdh sampai, sesuai deskripsi, sorry baru kasih review. trimakasih",5,1
Barang sesuai dgn gambar,5,1
paket dibungkus dng rapih..dan bgs..smoga unit nya sebagus dng packaging nya.,2,0
Lumayan dengan harga segitu,3,0
